Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
Cre09.g393765	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	Cre12.g498600_4532.1.p;Cre06.g263450_4532.3.p;Cre06.g263450_4532.2.p;Cre06.g263450_4532.1.p	22142|24496	46638	23319	2	0|0	1	1	1	1	1	inf	233190	0	
Cre09.g393765	Cre07.g331550_4532.1.p	Cre07.g331550_4532.1.p	46352|0	46352	23176	2	0|0	0.5	1	0.5	1	0.5	-0.21	231760	0	
Cre09.g393765	Cre07.g353450_4532.6.p;Cre07.g353450_4532.5.p;Cre07.g353450_4532.4.p;Cre07.g353450_4532.3.p;Cre07.g353450_4532.2.p;Cre07.g353450_4532.1.p	Cre07.g353450_4532.6.p;Cre07.g353450_4532.5.p;Cre07.g353450_4532.4.p;Cre07.g353450_4532.3.p;Cre07.g353450_4532.2.p;Cre07.g353450_4532.1.p	10068|0	10068	5034	2	0|0	0.5	1	0.5	1	0.5	-0.21	50340	0	
Cre09.g393765	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	Cre09.g394200_4532.7.p;Cre09.g394200_4532.4.p;Cre09.g394200_4532.3.p;Cre09.g394200_4532.2.p;Cre09.g394200_4532.6.p;Cre09.g394200_4532.5.p;Cre09.g394200_4532.1.p	64472|63174	62110	31055	2	0|0	1	1	1	1	1	inf	310550	0	
Cre09.g393765	Cre09.g396100_4532.2.p;Cre09.g396100_4532.3.p;Cre09.g396100_4532.1.p	Cre09.g396100_4532.2.p;Cre09.g396100_4532.3.p;Cre09.g396100_4532.1.p	55496|0	55496	27748	2	0|0	0.5	1	0.5	1	0.5	-0.21	277480	0	
Cre09.g393765	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	Cre09.g398900_4532.2.p;Cre09.g398900_4532.1.p	19798|0	19798	9899	2	0|0	0.5	1	0.5	1	0.5	-0.21	98990	0	
Cre09.g393765	Cre10.g436550_4532.2.p;Cre10.g436550_4532.1.p	Cre10.g436550_4532.2.p;Cre10.g436550_4532.1.p	17926|39864	57790	28895	2	0|0	1	1	1	1	1	inf	288950	0	
Cre09.g393765	Cre10.g452800_4532.1.p	Cre10.g452800_4532.1.p	41806|16410	58216	29108	2	0|0	1	1	1	1	1	inf	291080	0	
Cre09.g393765	Cre11.g476750_4532.1.p	Cre11.g476750_4532.1.p	57482|0	57482	28741	2	0|0	0.5	1	0.5	1	0.5	-0.21	287410	0	
Cre09.g393765	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	Cre12.g483700_4532.1.p;Cre12.g483700_4532.3.p;Cre12.g483700_4532.2.p	60410|13124	7998	3999	2	0|0	1	1	1	1	1	inf	39990	0	
Cre09.g393765	Cre12.g508150_4532.1.p	Cre12.g508150_4532.1.p	64664|0	64664	32332	2	0|0	0.5	1	0.5	1	0.5	-0.21	323320	0	
Cre09.g393765	Cre12.g516200_4532.4.p;Cre12.g516200_4532.3.p;Cre12.g516200_4532.2.p;Cre12.g516200_4532.1.p	Cre12.g516200_4532.4.p;Cre12.g516200_4532.3.p;Cre12.g516200_4532.2.p;Cre12.g516200_4532.1.p	78|0	78	39	2	0|0	0.5	1	0.5	1	0.5	-0.21	390	0	
Cre09.g393765	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	Cre12.g549550_4532.1.p;Cre12.g542250_4532.3.p;Cre12.g542250_4532.2.p;Cre12.g542250_4532.1.p	20098|16382	36480	18240	2	0|0	1	1	1	1	1	inf	182400	0	
Cre09.g393765	Cre12.g544450_4532.1.p	Cre12.g544450_4532.1.p	598|7222	7820	3910	2	0|0	1	1	1	1	1	inf	39100	0	
Cre09.g393765	Cre12.g551050_4532.1.p	Cre12.g551050_4532.1.p	38416|25424	63840	31920	2	49744|0	0	0	0	0	0	#NAME?	1.28	0.4	
Cre09.g393765	Cre13.g592500_4532.1.p	Cre13.g592500_4532.1.p	1890|16790	18680	9340	2	0|0	1	1	1	1	1	inf	93400	0	
Cre09.g393765	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	Cre16.g651750_4532.2.p;Cre16.g651750_4532.1.p	37866|19488	57354	28677	2	0|0	1	1	1	1	1	inf	286770	0	
Cre09.g393765	Cre16.g672300_4532.1.p	Cre16.g672300_4532.1.p	36502|0	36502	18251	2	0|0	0.5	1	0.5	1	0.5	-0.21	182510	0	
Cre09.g393765	CreCp.g802313_4532.1.p	CreCp.g802313_4532.1.p	15480|34506	49986	24993	2	0|0	1	1	1	1	1	inf	249930	0	
Cre09.g393765	CreCp.g802314_4532.1.p	CreCp.g802314_4532.1.p	61094|0	61094	30547	2	0|0	0.5	1	0.5	1	0.5	-0.21	305470	0	
Cre09.g393765	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	Cre09.g392867_4532.7.p;Cre09.g392867_4532.10.p;Cre09.g392867_4532.4.p;Cre09.g392867_4532.21.p;Cre09.g392867_4532.2.p;Cre09.g392867_4532.11.p;Cre09.g392867_4532.20.p;Cre09.g392867_4532.19.p;Cre09.g392867_4532.18.p;Cre09.g392867_4532.17.p;Cre09.g392867_4532.9.p;Cre09.g392867_4532.6.p;Cre09.g392867_4532.3.p;Cre09.g392867_4532.15.p;Cre09.g392867_4532.14.p;Cre09.g392867_4532.13.p;Cre09.g392867_4532.8.p;Cre09.g392867_4532.12.p;Cre09.g392867_4532.5.p;Cre09.g392867_4532.1.p;Cre09.g392867_4532.16.p	28016|0	28016	14008	2	0|0	0.5	1	0.5	1	0.5	-0.21	140080	0	
Cre09.g393765	Cre09.g393765_4532.3.p;Cre09.g393765_4532.2.p;Cre09.g393765_4532.1.p	Cre09.g393765_4532.3.p;Cre09.g393765_4532.2.p;Cre09.g393765_4532.1.p	40408|17992	58400	29200	2	0|0	1	1	1	1	1	inf	292000	0	
Cre09.g393765	Cre02.g088900_4532.1.p	Cre02.g088900_4532.1.p	0|17672	17672	8836	2	0|0	0.5	1	0.5	1	0.5	-0.21	88360	0	
Cre09.g393765	Cre03.g190950_4532.3.p;Cre03.g190950_4532.2.p;Cre04.g216850_4532.2.p;Cre04.g216850_4532.1.p;Cre03.g190950_4532.4.p;Cre03.g190950_4532.1.p	Cre03.g190950_4532.3.p;Cre03.g190950_4532.2.p;Cre04.g216850_4532.2.p;Cre04.g216850_4532.1.p;Cre03.g190950_4532.4.p;Cre03.g190950_4532.1.p	0|31190	31190	15595	2	0|0	0.5	1	0.5	1	0.5	-0.21	155950	0	
Cre09.g393765	Cre06.g307500_4532.1.p;Cre06.g307500_4532.3.p;Cre06.g307500_4532.2.p	Cre06.g307500_4532.1.p;Cre06.g307500_4532.3.p;Cre06.g307500_4532.2.p	0|4886	4886	2443	2	0|0	0.5	1	0.5	1	0.5	-0.21	24430	0	
Cre09.g393765	Cre09.g397697_4532.1.p	Cre09.g397697_4532.1.p	0|17476	17476	8738	2	0|0	0.5	1	0.5	1	0.5	-0.21	87380	0	
Cre09.g393765	Cre10.g417700_4532.4.p;Cre10.g417700_4532.1.p;Cre10.g417700_4532.5.p;Cre10.g417700_4532.3.p;Cre10.g417700_4532.2.p	Cre10.g417700_4532.4.p;Cre10.g417700_4532.1.p;Cre10.g417700_4532.5.p;Cre10.g417700_4532.3.p;Cre10.g417700_4532.2.p	0|354	354	177	2	0|0	0.5	1	0.5	1	0.5	-0.21	1770	0	
Cre09.g393765	Cre11.g467547_4532.1.p;Cre11.g467547_4532.2.p	Cre11.g467547_4532.1.p;Cre11.g467547_4532.2.p	0|19570	19570	9785	2	0|0	0.5	1	0.5	1	0.5	-0.21	97850	0	
Cre09.g393765	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	Cre14.g630100_4532.3.p;Cre14.g630100_4532.2.p;Cre14.g630100_4532.1.p	0|61640	61640	30820	2	0|0	0.5	1	0.5	1	0.5	-0.21	308200	0	
Cre09.g393765	CreCp.g802274_4532.1.p	CreCp.g802274_4532.1.p	0|2242	2242	1121	2	0|0	0.5	1	0.5	1	0.5	-0.21	11210	0	
